type_id,valeur_id,devise,montant,nom_complet,statut,error_message
PERSONAL_ID,5236294585,XOF,20000,Lionel Assogba,SUCCES,
PERSONAL_ID,1562384814,XOF,15000,Malick Kpangon,SUCCES,
PERSONAL_ID,6787019557,XOF,500,Mariam Adimou,SUCCES,
PERSONAL_ID,3464251554,XOF,7500,Honoré Houkpe,SUCCES,
PERSONAL_ID,9668267098,XOF,7500,Jacques Ahossi,SUCCES,
PERSONAL_ID,7492015226,XOF,1000,Emile Fagbohoun,SUCCES,
PERSONAL_ID,6751379721,XOF,15000,Jacques Gbaguidi,SUCCES,
PERSONAL_ID,1260186679,XOF,1000,Ruth Hountondji,SUCCES,
PERSONAL_ID,5472262364,XOF,500,Patrice Hounkpè,SUCCES,
PERSONAL_ID,5858745837,XOF,10000,Jacques Hountondji,SUCCES,
PERSONAL_ID,4881140332,XOF,50000,Roland Kpangon,SUCCES,
PERSONAL_ID,1394203444,XOF,250,Claude Hountondji,SUCCES,
PERSONAL_ID,8018633004,XOF,100,Patrice Deguenon,SUCCES,
PERSONAL_ID,8629665321,XOF,15000,Donatien Lokossou,SUCCES,
PERSONAL_ID,0765203642,XOF,2500,Olivier Houngbédji,SUCCES,
PERSONAL_ID,5267086099,XOF,1000,Lionel Tokoudagba,SUCCES,
PERSONAL_ID,7080163951,XOF,7500,Emile Fagbohoun,SUCCES,
PERSONAL_ID,7530103177,XOF,5000,Sylvie Ahossi,SUCCES,
PERSONAL_ID,4449940246,XOF,10000,Mariam Adéyèmi,SUCCES,
PERSONAL_ID,3369071487,XOF,2500,Mariam Agbo,SUCCES,
PERSONAL_ID,7216014893,XOF,7500,Jacques Adjaho,SUCCES,
PERSONAL_ID,4221109508,XOF,10000,Kossi Tchibozo,SUCCES,
PERSONAL_ID,6232480400,XOF,2500,Marlène Gandonou,SUCCES,
PERSONAL_ID,3154672738,XOF,100,Kossi Djossou,SUCCES,
PERSONAL_ID,3637070919,XOF,2500,Ange-Marie Chabi,SUCCES,
PERSONAL_ID,1370825854,XOF,100,Christelle Dossou,SUCCES,
PERSONAL_ID,4042719460,XOF,2500,Dieudonné Zannou,SUCCES,
PERSONAL_ID,4748070683,XOF,250,Boris Koukpaki,SUCCES,
PERSONAL_ID,0002908036,XOF,10000,Justine Gbaguidi,SUCCES,
PERSONAL_ID,3898992509,XOF,50000,Serge Koukpaki,SUCCES,
PERSONAL_ID,5185659078,XOF,15000,Justine Agossa,SUCCES,
PERSONAL_ID,8862153238,XOF,15000,Malick Hountondji,SUCCES,
PERSONAL_ID,6251896451,XOF,7500,Emile Gbaguidi,SUCCES,
PERSONAL_ID,5048514521,XOF,50000,Malick Adimou,SUCCES,
PERSONAL_ID,7928445801,XOF,50000,Donatien Lokossou,SUCCES,
PERSONAL_ID,0600015129,XOF,250,Abdou Tchibozo,SUCCES,
PERSONAL_ID,6886149491,XOF,50000,Blandine Yayi,SUCCES,
PERSONAL_ID,5592329428,XOF,20000,Aminata Koukpaki,SUCCES,
PERSONAL_ID,6377081275,XOF,15000,Gildas Zinsou,SUCCES,
PERSONAL_ID,2918225453,XOF,500,Valentin Agossa,SUCCES,
PERSONAL_ID,2095970281,XOF,100,Blandine Djegui,SUCCES,
PERSONAL_ID,1133738506,XOF,20000,Boris Ahossi,SUCCES,
PERSONAL_ID,3194632094,XOF,500,Théophile Ahouandjinou,SUCCES,
PERSONAL_ID,3194632094,XOF,10000,Boris Zannou,SUCCES,
PERSONAL_ID,8261498112,XOF,5000,Prisca Hountondji,SUCCES,
PERSONAL_ID,7766791552,XOF,100,Marlène Fagbohoun,SUCCES,
PERSONAL_ID,4810025985,XOF,500,Fabrice Hountondji,SUCCES,
PERSONAL_ID,0346969409,XOF,50000,Boris Deguenon,SUCCES,
PERSONAL_ID,2500404499,XOF,2500,Ange-Marie Hounsa,SUCCES,
PERSONAL_ID,0868421333,XOF,7500,,SUCCES,
PERSONAL_ID,8274223301,XOF,1000,Hervé Gandonou,SUCCES,
PHONE,9235357627,XOF,500,Ulrich Adjaho,ECHOUE,Le type est invalide
PERSONAL_ID,243780341X,XOF,1000,Pacôme Ahouandjinou,ECHOUE,La valeur doit être un nombre et La valeur doit comporter 10 chiffres
PERSONAL_ID,6303469651,XOF,100,Malick Yayi,SUCCES,
PERSONAL_ID,7980158165,XOF,250,Ange-Marie Djegui,SUCCES,
PERSONAL_ID,256803203,XOF,2500,Jacques Hountondji,ECHOUE,La valeur doit comporter 10 chiffres
PERSONAL_ID,232411626X,XOF,7500,Malick Gandonou,ECHOUE,La valeur doit être un nombre et La valeur doit comporter 10 chiffres
PERSONAL_ID,3433317244,XOF,100,Ulrich Deguenon,SUCCES,
PERSONAL_ID,8966473927,XOF,5000,Pacôme Hounguevou,SUCCES,
PERSONAL_ID,3171783307,XOF,500,Donatien Azon,SUCCES,
PERSONAL_ID,3720016862,XOF,20000,Samson Adéyèmi,SUCCES,
PERSONAL_ID,8982162882,XOF,250,Ruth Tchibozo,SUCCES,
PERSONAL_ID,1625652261,XOF,2500,Gildas Ahouansou,SUCCES,
PERSONAL_ID,4423867638,XOF,20000,Christelle Ahossi,SUCCES,
PERSONAL_ID,0643419154,XOF,20000,Blandine Koukpaki,SUCCES,
PERSONAL_ID,7987695280,XOF,7500,Sylvie Houndjo,SUCCES,
PERSONAL_ID,7326866695,XOF,10000,Justine Yayi,SUCCES,
PERSONAL_ID,4615689958,XOF,20000,Ange-Marie Houngbédji,SUCCES,
PERSONAL_ID,0063004926,XOF,10000,Fabrice Ahossi,SUCCES,
PERSONAL_ID,4751775111,XOF,20000,Aurore Zinsou,SUCCES,
PERSONAL_ID,5728557917,XOF,100,Donatien Kpangon,SUCCES,
PERSONAL_ID,7208129259,XOF,1000,Rita Zinsou,SUCCES,
PERSONAL_ID,2112682457,XOF,2500,Sylvie Tokoudagba,SUCCES,
PERSONAL_ID,605926707,XOF,5000,Chabi Deguenon,ECHOUE,La valeur doit comporter 10 chiffres
PERSONAL_ID,7273587074,XOF,100,Boris Hountondji,SUCCES,
PERSONAL_ID,6709837039,NGN,5000,Donatien Koukpaki,ECHOUE,La devise n'est pas autorisée
PERSONAL_ID,2273306681,XOF,1000,Germaine Hountondji,SUCCES,
PERSONAL_ID,7800724250,XOF,250,Ulrich Azon,SUCCES,
PERSONAL_ID,2456117169,XOF,7500,Patrice Djossou,SUCCES,
PERSONAL_ID,1988032094,XOF,1000,,SUCCES,
PERSONAL_ID,9300545560,XOF,20000,Hervé Ahouansou,SUCCES,
PERSONAL_ID,7075149530,XOF,10000,,SUCCES,
PERSONAL_ID,9965877348,XOF,5000,Dieudonné Agossa,SUCCES,
PERSONAL_ID,7530788329,XOF,15000,Flora Gandonou,SUCCES,
PERSONAL_ID,0049942657,XOF,500,Ange-Marie Kpakpo,SUCCES,
PERSONAL_ID,3344641003,XOF,1000,Ange-Marie Ahossi,SUCCES,
PERSONAL_ID,8842738874,XOF,7500,Judith Dossou,SUCCES,
PERSONAL_ID,5392419529,XOF,1000,Samson Gbaguidi,SUCCES,
PERSONAL_ID,0921585964,XOF,500,Flora Hounguevou,SUCCES,
PERSONAL_ID,0580776612,XOF,50000,Lionel Houénou,SUCCES,
PERSONAL_ID,7737098853,XOF,500,Joseph Ahouansou,SUCCES,
PERSONAL_ID,3878360811,XOF,10000,Judith Agossa,SUCCES,
PERSONAL_ID,8999410671,XOF,2500,Irène Gandonou,SUCCES,
PERSONAL_ID,5039520517,XOF,10000,,SUCCES,
PERSONAL_ID,3389947282,XOF,1000,Hervé Zannou,SUCCES,
PERSONAL_ID,4524603575,XOF,250,Aurore Chabi,SUCCES,
PERSONAL_ID,1018936266,XOF,7500,Flora Olory,SUCCES,
PERSONAL_ID,4237616821,XOF,7500,Donatien Avocè,SUCCES,
PERSONAL_ID,2092082476,XOF,250,Ange-Marie Adimou,SUCCES,
PERSONAL_ID,7096084127,XOF,1000,Mariam Kpangon,SUCCES,
PERSONAL_ID,3162540432,XOF,1000,Noël Djegui,SUCCES,
PERSONAL_ID,7246212096,XOF,20000,Honoré Houngbédji,SUCCES,
PERSONAL_ID,2606855394,XOF,1000,Jacques Kpakpo,SUCCES,
PERSONAL_ID,3369038513,XOF,250,Blandine Soglo,SUCCES,
PERSONAL_ID,0526231372,XOF,250,Judith Ahouansou,SUCCES,
PERSONAL_ID,9469082180,XOF,10000,Joseph Koukpaki,SUCCES,
PERSONAL_ID,9364010627,XOF,5000,Justine Adéyèmi,SUCCES,
PERSONAL_ID,3652461691,XOF,20000,Olivier Gandonou,SUCCES,
PERSONAL_ID,9127170196,XOF,100,Christelle Adimou,SUCCES,
PERSONAL_ID,6888219507,XOF,500,Fabrice Assogba,SUCCES,
PERSONAL_ID,5237560887,XOF,1000,Marlène Avocè,SUCCES,
PERSONAL_ID,5237560887,XOF,2500,Rita Kpakpo,SUCCES,
PERSONAL_ID,6980929151,XOF,50000,Catherine Agossa,SUCCES,
PERSONAL_ID,8667630340,XOF,5000,Sylvie Kpangon,SUCCES,
PERSONAL_ID,7700126345,XOF,500,Claude Houngbédji,SUCCES,
PERSONAL_ID,8902638361,XOF,1000,Malick Azon,SUCCES,
PERSONAL_ID,1935826708,XOF,2500,Honoré Adimou,SUCCES,
PERSONAL_ID,4299482203,XOF,500,Ulrich Dossou,SUCCES,
PERSONAL_ID,7916454823,XOF,15000,Samson Tokoudagba,SUCCES,
PERSONAL_ID,6510499573,XOF,250,Aurore Lokossou,SUCCES,
PERSONAL_ID,4496454411,XOF,7500,Fabrice Azon,SUCCES,
PERSONAL_ID,7961303077,XOF,20000,Flora Hountondji,SUCCES,
PERSONAL_ID,7206296389,XOF,5000,Abdou Djossou,SUCCES,
PERSONAL_ID,3808729544,XOF,50000,Dieudonné Agossa,SUCCES,
PERSONAL_ID,4101856765,XOF,10000,Judith Tokoudagba,SUCCES,
PERSONAL_ID,3224033713,XOF,50000,Judith Adimou,SUCCES,
PERSONAL_ID,1355004733,XOF,15000,Roland Gbaguidi,SUCCES,
PERSONAL_ID,7608260316,XOF,7500,Samson Houénou,SUCCES,
PERSONAL_ID,8402763990,XOF,500,Christelle Ahouansou,SUCCES,
PERSONAL_ID,1989835824,XOF,2500,Aminata Hountondji,SUCCES,
PERSONAL_ID,2719471876,XOF,5000,Irène Houkpe,SUCCES,
PERSONAL_ID,5091771886,XOF,100,Sylvie Hounkpè,SUCCES,
PERSONAL_ID,0080145095,XOF,5000,Samson Houngbédji,SUCCES,
PERSONAL_ID,7202443305,XOF,100,Prisca Soglo,SUCCES,
PERSONAL_ID,4493319732,XOF,100,Aurore Hountondji,SUCCES,
PERSONAL_ID,1293920013,XOF,500,Mariam Houngbédji,SUCCES,
PERSONAL_ID,4120712068,XOF,15000,Valentin Hounguevou,SUCCES,
PERSONAL_ID,7033914361,XOF,250,Valentin Assogba,SUCCES,
PERSONAL_ID,9412913150,XOF,50000,Ruth Kpangon,SUCCES,
PERSONAL_ID,8424040332,XOF,7500,Landry Ahossi,SUCCES,
PERSONAL_ID,1352523750,XOF,10000,Ange Gandonou,SUCCES,
PERSONAL_ID,2430736385,XOF,100,Donatien Tokoudagba,SUCCES,
PERSONAL_ID,5910381366,XOF,20000,Rita Kpangon,SUCCES,
PERSONAL_ID,6422175799,XOF,1000,Chabi Hounkpè,SUCCES,
PERSONAL_ID,1837435929,XOF,5000,Boris Hounsa,SUCCES,
PERSONAL_ID,2696081312,XOF,50000,Noël Adjovi,SUCCES,
PERSONAL_ID,1064478701,XOF,2500,Sylvie Deguenon,SUCCES,
PERSONAL_ID,2147416014,XOF,15000,Malick Zinsou,SUCCES,
PERSONAL_ID,8047017529,XOF,250,Justine Adéyèmi,SUCCES,
PERSONAL_ID,6346158988,XOF,250,Blandine Soglo,SUCCES,
PERSONAL_ID,9533276093,XOF,10000,Roland Deguenon,SUCCES,
PERSONAL_ID,8091627972,XOF,500,Gildas Ahossi,SUCCES,
PERSONAL_ID,0878256273,XOF,250,Roland Djossou,SUCCES,
PERSONAL_ID,4690364085,XOF,500,Justine Hounsa,SUCCES,
PERSONAL_ID,3553483255,XOF,2500,Flora Adjovi,SUCCES,
PERSONAL_ID,3376104259,XOF,50000,Prisca Yayi,SUCCES,
PERSONAL_ID,6833969536,XOF,20000,Serge Dossou,SUCCES,
PERSONAL_ID,367272120X,XOF,15000,Théophile Azonhidé,ECHOUE,La valeur doit être un nombre et La valeur doit comporter 10 chiffres
PERSONAL_ID,3619358762,XOF,100,Rosine Hounkpè,SUCCES,
PERSONAL_ID,2803309683,XOF,250,Ulrich Kpangon,SUCCES,
PERSONAL_ID,2258499858,XOF,50000,Honoré Avocè,SUCCES,
PERSONAL_ID,4829144048,XOF,15000,Abdou Gandonou,SUCCES,
PERSONAL_ID,4875722464,XOF,2500,Marlène Houndjo,SUCCES,
PERSONAL_ID,7760338009,XOF,10000,Mariam Fagbohoun,SUCCES,
PERSONAL_ID,6711165398,XOF,50000,Noël Kpangon,SUCCES,
PERSONAL_ID,2107139064,XOF,100,Jacques Assogba,SUCCES,
PERSONAL_ID,1275124263,XOF,1000,Kossi Hounguevou,SUCCES,
PERSONAL_ID,2173278702,XOF,2500,Gildas Adéyèmi,SUCCES,
PERSONAL_ID,2496353100,XOF,2500,Irène Kpangon,SUCCES,
PERSONAL_ID,8305918110,XOF,10000,Aminata Yayi,SUCCES,
PERSONAL_ID,4371860951,XOF,250,Christelle Djossou,SUCCES,
PERSONAL_ID,5207666086,XOF,10000,Ruth Hounkpè,SUCCES,
PERSONAL_ID,8476138675,XOF,500,Abdou Gbaguidi,SUCCES,
PERSONAL_ID,4885023200,XOF,50000,Malick Gbaguidi,SUCCES,
PERSONAL_ID,4055557331,XOF,2500,Malick Olory,SUCCES,
PERSONAL_ID,9058601810,XOF,50000,Honoré Houngbédji,SUCCES,
PERSONAL_ID,1766296861,XOF,2500,Aminata Ahouansou,SUCCES,
PERSONAL_ID,8100187411,XOF,100,Claude Gandonou,SUCCES,
PERSONAL_ID,5265184909,XOF,100,Lionel Adjaho,SUCCES,
PERSONAL_ID,1352899151,XOF,10000,Judith Soglo,SUCCES,
PERSONAL_ID,7429870549,XOF,10000,Rita Houndjo,SUCCES,
PERSONAL_ID,8173117115,XOF,1000,Irène Tokoudagba,SUCCES,
PERSONAL_ID,0472123791,XOF,50000,Aurore Adéyèmi,SUCCES,
PERSONAL_ID,7827112900,XOF,7500,Prisca Djegui,SUCCES,
PERSONAL_ID,3941934695,XOF,15000,Flora Houngbédji,SUCCES,
PERSONAL_ID,2111140728,XOF,100,Dieudonné Lokossou,SUCCES,
PERSONAL_ID,7344045993,XOF,50000,Irène Djegui,SUCCES,
